year,collector_id,full_id,full_tree,site,Population,cone_id,serot,cone_length_mm,cone_x,cone_y,no_filled,no_unfilled,tot_seed_wgt_g,mism_g,seed_1_g,seed_2_g,seed_3_g,seed_4_g,seed_5_g,seed_6_g,seed_7_g,seed_8_g,seed_9_g,seed_10_g,no_scal,tot_scale_wt_g,mibm_g,scale_1_g,scale_2_g,scale_3_g,scale_4_g,scale_5_g,scale_6_g,scale_7_g,scale_8_g,scale_9_g,scale_10_g,no_immature
22/23,TC,FH_FF13_10,FF13,Flockhill,C,FH_FF13_10,N,38.02,25.59,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_11,FF13,Flockhill,C,FH_FF13_11,N,35.24,24.82,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_12,FF13,Flockhill,C,FH_FF13_12,N,44.95,26.27,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_13,FF13,Flockhill,C,FH_FF13_13,N,39.18,25.54,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_14,FF13,Flockhill,C,FH_FF13_14,N,38.72,26.42,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_15,FF13,Flockhill,C,FH_FF13_15,N,39.53,26.67,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_16,FF13,Flockhill,C,FH_FF13_16,N,39.36,25.83,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_17,FF13,Flockhill,C,FH_FF13_17,N,38.87,26.68,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_18,FF13,Flockhill,C,FH_FF13_18,N,39.53,26.88,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_19,FF13,Flockhill,C,FH_FF13_19,N,41.17,28.26,26.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF13_20,FF13,Flockhill,C,FH_FF13_20,N,43.97,24.5,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF14_1,FF14,Flockhill,C,FH_FF14_1,N,32.07,20.07,19.57,2,32,0.0101,0.00505,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_1,FF15,Flockhill,C,FH_FF15_1,N,40.33,27.22,26.34,10,89,0.0374,0.00374,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_2,FF15,Flockhill,C,FH_FF15_2,N,30.68,21.58,21.27,2,28,0.0095,0.00475,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_FF15_3,FF15,Flockhill,C,FH_FF15_3,N,27.22,19.87,19.33,2,33,0.0025,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_1,PS1,Flockhill,A,FH_PS1_1,N,36.15,22.15,22.39,11,30,0.0348,0.003163636,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_2,PS1,Flockhill,A,FH_PS1_2,N,37.25,22.47,23.12,6,67,0.0283,0.004716667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_3,PS1,Flockhill,A,FH_PS1_3,N,38.13,21.6,22.1,9,74,0.0414,0.0046,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS1_4,PS1,Flockhill,A,FH_PS1_4,N,33.66,21.08,22.35,2,60,0.0032,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_1,PS2,Flockhill,A,FH_PS2_1,N,32.08,-,-,10,86,0.0362,0.00362,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_2,PS2,Flockhill,A,FH_PS2_2,N,37.06,-,-,14,86,0.0788,0.005628571,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_3,PS2,Flockhill,A,FH_PS2_3,N,35.91,-,-,6,54,0.03,0.005,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_4,PS2,Flockhill,A,FH_PS2_4,N,35.32,-,-,4,77,0.0206,0.00515,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_5,PS2,Flockhill,A,FH_PS2_5,N,41.04,-,-,18,101,0.0679,0.003772222,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_6,PS2,Flockhill,A,FH_PS2_6,N,32.61,20.96,19.82,4,99,0.0192,0.0048,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_7,PS2,Flockhill,A,FH_PS2_7,N,40.82,23.32,21.38,7,73,0.0451,0.006442857,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_8,PS2,Flockhill,A,FH_PS2_8,N,41.91,22.77,21.35,15,109,0.0889,0.005926667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_9,PS2,Flockhill,A,FH_PS2_9,N,41.03,23.45,21.47,15,76,0.0907,0.006046667,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_10,PS2,Flockhill,A,FH_PS2_10,N,36.52,23.2,21.21,17,117,0.0694,0.004082353,,,,,,,,,,,,,,,,,,,,,,,,
22/23,TC,FH_PS2_11,PS2,Flockhill,A,FH_PS2_11,N,41.85,24.13,23.75,17,114,0.0943,0.005547059,,,,,,,,,,,,,,,,,,,,,,,,
